;;;;;;1213;RAPPORT DATA;;
Code;Conducteur;Famille;Type;Marque;Telephone;Immat;Heure de départ;Heure d'arrêt;Durée;Chantier;CAA;KM;Carburant Depart;Carburant Arrêt;Consomation Carburant
PL59;;;;;;;22/12/2025 07:28;08:13;0:45:30;Hors Chantier;Arrêt;0,0 ;;;
PL59;;;;;;;22/12/2025 07:28;08:13;0:45:30;Hors Chantier;Arrêt;0,0 ;;;
PK31;;;;;;;22/12/2025 07:29;08:06;0:36:18;Hors Chantier;Course;21,39 ;;;
PK22;;;;;;;22/12/2025 07:30;07:35;0:05:18;Hors Chantier;Course;0,6 ;;;
CH20;;;;;;;22/12/2025 07:31;07:56;0:25:02;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 07:31;07:56;0:25:02;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 07:31;07:56;0:25:02;Hors Chantier;Arrêt;0,0 ;;;
V041;;;;;;;22/12/2025 07:32;08:02;0:29:43;Hors Chantier;Course;31,10 ;;;
PK28;;;;;;;22/12/2025 07:32;07:39;0:06:56;Hors Chantier;Course;3,24 ;;;
C122;;;;;;;22/12/2025 07:33;08:04;0:30:33;Hors Chantier;Attente;0,0 ;;;
C130;;;;;;;22/12/2025 07:33;07:34;0:01:00;Hors Chantier;Arrêt;0,0 ;;;
C102;;;;;;;22/12/2025 07:34;08:01;0:27:08;Hors Chantier;Attente;0,0 ;;;
C076;;;;;;;22/12/2025 07:34;07:35;0:01:00;Hors Chantier;Course;0,1 ;;;
PK36WW;;;;;;;22/12/2025 07:35;07:39;0:04:15;Hors Chantier;Attente;0,0 ;;;
V043;;;;;;;22/12/2025 07:35;07:35;0:00:36;Hors Chantier;Course;0,1 ;;;
PK26;;;;;;;22/12/2025 07:35;07:37;0:02:34;Hors Chantier;Attente;0,0 ;;;
C130;;;;;;;22/12/2025 07:35;08:51;1:16:04;Hors Chantier;Attente;0,0 ;;;
V043;;;;;;;22/12/2025 07:35;07:37;0:02:18;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:35;07:37;0:02:18;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:35;07:37;0:02:18;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 07:35;07:37;0:02:13;Hors Chantier;Course;0,1 ;;;
PK22;;;;;;;22/12/2025 07:35;07:46;0:11:09;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:35;07:46;0:11:09;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:35;07:46;0:11:09;Hors Chantier;Arrêt;0,0 ;;;
C076;;;;;;;22/12/2025 07:35;08:04;0:28:50;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 07:36;07:55;0:19:00;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 07:36;07:44;0:08:32;Hors Chantier;Attente;0,0 ;;;
PK25;;;;;;;22/12/2025 07:36;07:37;0:01:00;Hors Chantier;Attente;0,0 ;;;
C098;;;;;;;22/12/2025 07:36;07:50;0:14:00;Hors Chantier;Attente;0,0 ;;;
C043;;;;;;;22/12/2025 07:37;07:40;0:03:32;Hors Chantier;Course;0,9 ;;;
V040;;;;;;;22/12/2025 07:37;08:33;0:55:29;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 07:37;08:33;0:55:29;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 07:37;08:33;0:55:29;Hors Chantier;Arrêt;0,0 ;;;
PK26;;;;;;;22/12/2025 07:37;08:17;0:39:15;Hors Chantier;Course;23,28 ;;;
V043;;;;;;;22/12/2025 07:37;07:38;0:00:55;Hors Chantier;Course;0,1 ;;;
V007;;;;;;;22/12/2025 07:38;07:39;0:01:27;Hors Chantier;Attente;0,0 ;;;
PK25;;;;;;;22/12/2025 07:38;08:03;0:25:00;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:38;07:41;0:02:32;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:38;07:41;0:02:32;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:38;07:41;0:02:32;Hors Chantier;Arrêt;0,0 ;;;
PK13;;;;;;;22/12/2025 07:39;18:45;11:06:56;Hors Chantier;Arrêt;0,0 ;;;
PK36WW;;;;;;;22/12/2025 07:39;07:40;0:00:49;Hors Chantier;Course;0,2 ;;;
PL60;;;;;;;22/12/2025 07:39;19:24;11:44:50;Hors Chantier;Arrêt;0,0 ;;;
PL60;;;;;;;22/12/2025 07:39;19:24;11:44:50;Hors Chantier;Arrêt;0,0 ;;;
PL60;;;;;;;22/12/2025 07:39;19:24;11:44:50;Hors Chantier;Arrêt;0,0 ;;;
V007;;;;;;;22/12/2025 07:39;08:01;0:21:37;Hors Chantier;Course;13,16 ;;;
CH15;;;;;;;22/12/2025 07:39;07:41;0:02:00;Hors Chantier;Attente;0,0 ;;;
V029;;;;;;;22/12/2025 07:39;07:39;0:00:08;Hors Chantier;Attente;0,0 ;;;
C068;;;;;;;22/12/2025 07:39;07:44;0:04:27;Hors Chantier;Course;1,07 ;;;
PK28;;;;;;;22/12/2025 07:39;07:44;0:04:12;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 07:39;07:44;0:04:12;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 07:39;07:44;0:04:12;Hors Chantier;Arrêt;0,0 ;;;
V029;;;;;;;22/12/2025 07:39;08:09;0:29:43;Hors Chantier;Course;12,40 ;;;
PK36WW;;;;;;;22/12/2025 07:40;07:44;0:04:12;Hors Chantier;Attente;0,0 ;;;
CH10;;;;;;;22/12/2025 07:40;08:01;0:21:16;Hors Chantier;Course;3,92 ;;;
C099;;;;;;;22/12/2025 07:40;07:48;0:07:51;Hors Chantier;Attente;0,0 ;;;
V006;;;;;;;22/12/2025 07:40;07:42;0:02:08;Hors Chantier;Attente;0,0 ;;;
C043;;;;;;;22/12/2025 07:40;07:52;0:11:35;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 07:41;08:14;0:32:46;Hors Chantier;Course;23,82 ;;;
CH15;;;;;;;22/12/2025 07:41;08:05;0:24:05;Hors Chantier;Course;5,25 ;;;
C025;;;;;;;22/12/2025 07:41;08:01;0:19:57;Hors Chantier;Attente;0,0 ;;;
C096;;;;;;;22/12/2025 07:41;07:57;0:16:00;Hors Chantier;Attente;0,0 ;;;
V006;;;;;;;22/12/2025 07:42;08:35;0:52:51;Hors Chantier;Course;37,48 ;;;
PK28;;;;;;;22/12/2025 07:44;07:53;0:09:46;Hors Chantier;Course;8,00 ;;;
C068;;;;;;;22/12/2025 07:44;08:02;0:18:01;Hors Chantier;Attente;0,0 ;;;
PK36WW;;;;;;;22/12/2025 07:44;08:08;0:24:17;Hors Chantier;Course;13,16 ;;;
V036;;;;;;;22/12/2025 07:44;07:46;0:02:14;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 07:44;08:11;0:26:59;Hors Chantier;Attente;0,0 ;;;
C078;;;;;;;22/12/2025 07:44;07:49;0:04:25;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 07:45;08:08;0:23:44;Hors Chantier;Attente;0,0 ;;;
C116;;;;;;;22/12/2025 07:45;08:11;0:25:31;Hors Chantier;Course;18,61 ;;;
PK34;;;;;;;22/12/2025 07:46;07:59;0:13:30;Hors Chantier;Course;6,39 ;;;
V036;;;;;;;22/12/2025 07:46;08:02;0:15:44;Hors Chantier;Course;4,26 ;;;
PK27;;;;;;;22/12/2025 07:46;08:15;0:28:53;Hors Chantier;Course;24,13 ;;;
PK22;;;;;;;22/12/2025 07:46;07:48;0:02:03;Hors Chantier;Course;0,9 ;;;
C101;;;;;;;22/12/2025 07:47;08:08;0:21:18;Hors Chantier;Attente;0,0 ;;;
CH21;;;;;;;22/12/2025 07:47;08:07;0:20:15;Hors Chantier;Attente;0,0 ;;;
PL65;;;;;;;22/12/2025 07:47;11:21;3:33:28;Hors Chantier;Attente;0,0 ;;;
C104;;;;;;;22/12/2025 07:47;07:58;0:11:00;Hors Chantier;Attente;0,0 ;;;
C099;;;;;;;22/12/2025 07:48;08:05;0:17:17;Hors Chantier;Course;6,59 ;;;
PL67;;;;;;;22/12/2025 07:48;08:05;0:16:57;Hors Chantier;Attente;0,0 ;;;
PK22;;;;;;;22/12/2025 07:48;07:53;0:04:20;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:48;07:53;0:04:20;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:48;07:53;0:04:20;Hors Chantier;Arrêt;0,0 ;;;
C078;;;;;;;22/12/2025 07:49;08:20;0:31:11;Hors Chantier;Course;21,07 ;;;
PL66;;;;;;;22/12/2025 07:49;08:02;0:12:54;Hors Chantier;Attente;0,0 ;;;
C039;;;;;;;22/12/2025 07:50;08:21;0:31:11;Hors Chantier;Attente;0,0 ;;;
C069;;;;;;;22/12/2025 07:50;08:21;0:31:00;Hors Chantier;Attente;0,0 ;;;
PL49;;;;;;;22/12/2025 07:50;08:00;0:10:24;Hors Chantier;Arrêt;0,0 ;;;
PL39;;;;;;;22/12/2025 07:50;08:06;0:16:01;Hors Chantier;Attente;0,0 ;;;
PL32;;;;;;;22/12/2025 07:51;07:56;0:05:00;Hors Chantier;Course;0,1 ;;;
PL54;;;;;;;22/12/2025 07:51;08:18;0:27:00;Hors Chantier;Attente;0,0 ;;;
C098;;;;;;;22/12/2025 07:51;08:01;0:10:00;Hors Chantier;Arrêt;0,0 ;;;
C043;;;;;;;22/12/2025 07:52;07:56;0:03:53;Hors Chantier;Course;1,28 ;;;
PK22;;;;;;;22/12/2025 07:53;07:56;0:03:41;Hors Chantier;Course;1,01 ;;;
C108;;;;;;;22/12/2025 07:53;07:57;0:03:55;Hors Chantier;Attente;0,0 ;;;
C097;;;;;;;22/12/2025 07:53;08:10;0:17:27;Hors Chantier;Attente;0,0 ;;;
PK28;;;;;;;22/12/2025 07:53;08:01;0:07:52;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 07:53;08:01;0:07:52;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 07:53;08:01;0:07:52;Hors Chantier;Arrêt;0,0 ;;;
C127;;;;;;;22/12/2025 07:54;07:55;0:01:05;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 07:55;08:06;0:11:06;Hors Chantier;Course;1,11 ;;;
C083;;;;;;;22/12/2025 07:55;08:14;0:19:29;Hors Chantier;Attente;0,0 ;;;
C079;;;;;;;22/12/2025 07:55;07:55;0:00:31;Hors Chantier;Course;0,0 ;;;
C079;;;;;;;22/12/2025 07:55;08:20;0:24:31;Hors Chantier;Arrêt;0,0 ;;;
C079;;;;;;;22/12/2025 07:55;08:20;0:24:31;Hors Chantier;Arrêt;0,0 ;;;
C079;;;;;;;22/12/2025 07:55;08:20;0:24:31;Hors Chantier;Arrêt;0,0 ;;;
V047;;;;;;;22/12/2025 07:56;07:56;0:00:28;Hors Chantier;Attente;0,0 ;;;
CH20;;;;;;;22/12/2025 07:56;08:13;0:17:14;Hors Chantier;Course;2,40 ;;;
PL32;;;;;;;22/12/2025 07:56;09:54;1:58:05;Hors Chantier;Arrêt;0,0 ;;;
PL32;;;;;;;22/12/2025 07:56;09:54;1:58:05;Hors Chantier;Arrêt;0,0 ;;;
PL32;;;;;;;22/12/2025 07:56;09:54;1:58:05;Hors Chantier;Arrêt;0,0 ;;;
C043;;;;;;;22/12/2025 07:56;08:12;0:16:17;Hors Chantier;Arrêt;0,0 ;;;
C077;;;;;;;22/12/2025 07:56;08:22;0:25:58;Hors Chantier;Attente;0,0 ;;;
V047;;;;;;;22/12/2025 07:56;08:11;0:15:27;Hors Chantier;Course;6,99 ;;;
PK22;;;;;;;22/12/2025 07:56;08:00;0:03:26;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:56;08:00;0:03:26;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 07:56;08:00;0:03:26;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 07:56;08:18;0:21:31;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 07:56;08:18;0:21:31;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 07:56;08:18;0:21:31;Hors Chantier;Arrêt;0,0 ;;;
C072;;;;;;;22/12/2025 07:57;07:58;0:01:00;Hors Chantier;Course;0,0 ;;;
C108;;;;;;;22/12/2025 07:57;08:19;0:22:36;Hors Chantier;Course;12,82 ;;;
V063;;;;;;;22/12/2025 07:57;07:59;0:01:44;Hors Chantier;Attente;0,0 ;;;
C085;;;;;;;22/12/2025 07:57;08:11;0:14:00;Hors Chantier;Attente;0,0 ;;;
C096;;;;;;;22/12/2025 07:57;08:37;0:39:12;Hors Chantier;Course;6,37 ;;;
C104;;;;;;;22/12/2025 07:58;08:01;0:03:00;Hors Chantier;Course;0,1 ;;;
NV07;;;;;;;22/12/2025 07:59;07:59;0:00:17;Hors Chantier;Course;0,1 ;;;
C072;;;;;;;22/12/2025 07:59;13:57;5:58:00;Hors Chantier;Attente;0,0 ;;;
V063;;;;;;;22/12/2025 07:59;08:28;0:28:54;Hors Chantier;Course;14,92 ;;;
NV07;;;;;;;22/12/2025 07:59;08:19;0:20:02;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 07:59;08:19;0:20:02;Hors Chantier;Arrêt;0,0 ;;;
NV07;;;;;;;22/12/2025 07:59;08:19;0:20:02;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 07:59;08:19;0:19:46;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 07:59;08:19;0:19:46;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 07:59;08:19;0:19:46;Hors Chantier;Arrêt;0,0 ;;;
PK20;;;;;;;22/12/2025 08:00;08:00;0:00:27;Hors Chantier;Attente;0,0 ;;;
PK22;;;;;;;22/12/2025 08:00;08:23;0:22:45;Hors Chantier;Course;9,70 ;;;
V054;;;;;;;22/12/2025 08:00;08:29;0:29:02;Hors Chantier;Attente;0,0 ;;;
PK29;;;;;;;22/12/2025 08:00;08:05;0:05:01;Hors Chantier;Attente;0,0 ;;;
PK20;;;;;;;22/12/2025 08:00;08:44;0:44:10;Hors Chantier;Attente;0,0 ;;;
PL49;;;;;;;22/12/2025 08:00;08:06;0:05:41;Hors Chantier;Course;0,3 ;;;
C105;;;;;;;22/12/2025 08:01;08:04;0:03:33;Hors Chantier;Course;0,4 ;;;
C127;;;;;;;22/12/2025 08:01;08:11;0:10:47;Hors Chantier;Arrêt;0,0 ;;;
C102;;;;;;;22/12/2025 08:01;08:07;0:05:55;Hors Chantier;Course;0,4 ;;;
C025;;;;;;;22/12/2025 08:01;08:30;0:28:23;Hors Chantier;Course;23,68 ;;;
PK28;;;;;;;22/12/2025 08:01;08:06;0:05:19;Hors Chantier;Course;2,32 ;;;
CH10;;;;;;;22/12/2025 08:01;08:26;0:24:29;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 08:01;08:26;0:24:29;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 08:01;08:26;0:24:29;Hors Chantier;Arrêt;0,0 ;;;
CH17;;;;;;;22/12/2025 08:01;08:26;0:25:03;Hors Chantier;Arrêt;0,0 ;;;
CH17;;;;;;;22/12/2025 08:01;08:26;0:25:03;Hors Chantier;Arrêt;0,0 ;;;
CH17;;;;;;;22/12/2025 08:01;08:26;0:25:03;Hors Chantier;Arrêt;0,0 ;;;
C104;;;;;;;22/12/2025 08:01;08:10;0:09:00;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 08:02;08:04;0:02:25;Hors Chantier;Attente;0,0 ;;;
C068;;;;;;;22/12/2025 08:02;08:14;0:12:08;Hors Chantier;Course;4,70 ;;;
PK24;;;;;;;22/12/2025 08:02;08:12;0:09:49;Hors Chantier;Course;5,98 ;;;
PL66;;;;;;;22/12/2025 08:02;08:33;0:31:00;Hors Chantier;Course;1,34 ;;;
V036;;;;;;;22/12/2025 08:02;08:03;0:01:18;Hors Chantier;Course;0,0 ;;;
V041;;;;;;;22/12/2025 08:02;08:04;0:01:38;Hors Chantier;Course;0,0 ;;;
V058;;;;;;;22/12/2025 08:02;08:08;0:06:11;Hors Chantier;Course;1,61 ;;;
C098;;;;;;;22/12/2025 08:02;08:04;0:02:00;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 08:03;08:07;0:03:53;Hors Chantier;Course;0,2 ;;;
V036;;;;;;;22/12/2025 08:03;08:23;0:19:42;Hors Chantier;Course;9,80 ;;;
TR06;;;;;;;22/12/2025 08:04;08:21;0:16:59;Hors Chantier;Attente;0,0 ;;;
V041;;;;;;;22/12/2025 08:04;08:10;0:06:23;Hors Chantier;Course;4,77 ;;;
C122;;;;;;;22/12/2025 08:04;08:06;0:01:36;Hors Chantier;Course;0,3 ;;;
C105;;;;;;;22/12/2025 08:04;08:14;0:09:19;Hors Chantier;Attente;0,0 ;;;
PK25;;;;;;;22/12/2025 08:04;08:53;0:49:03;Hors Chantier;Attente;0,0 ;;;
C076;;;;;;;22/12/2025 08:04;08:06;0:01:41;Hors Chantier;Course;0,3 ;;;
C098;;;;;;;22/12/2025 08:04;08:08;0:03:59;Hors Chantier;Course;1,00 ;;;
C029;;;;;;;22/12/2025 08:05;08:16;0:10:59;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 08:05;08:08;0:02:59;Hors Chantier;Course;0,6 ;;;
C099;;;;;;;22/12/2025 08:05;08:18;0:13:00;Hors Chantier;Attente;0,0 ;;;
CH15;;;;;;;22/12/2025 08:05;09:04;0:58:44;Hors Chantier;Attente;0,0 ;;;
PK29;;;;;;;22/12/2025 08:05;08:08;0:02:58;Hors Chantier;Course;1,0 ;;;
PL67;;;;;;;22/12/2025 08:05;08:14;0:09:00;Hors Chantier;Course;0,3 ;;;
C113;;;;;;;22/12/2025 08:05;08:20;0:15:00;Hors Chantier;Course;1,60 ;;;
C122;;;;;;;22/12/2025 08:06;08:15;0:09:05;Hors Chantier;Attente;0,0 ;;;
V048;;;;;;;22/12/2025 08:06;08:06;0:00:03;Hors Chantier;Attente;0,0 ;;;
V048;;;;;;;22/12/2025 08:06;08:39;0:33:22;Hors Chantier;Course;22,23 ;;;
C100;;;;;;;22/12/2025 08:06;08:25;0:19:34;Hors Chantier;Attente;0,0 ;;;
PK31;;;;;;;22/12/2025 08:06;08:08;0:02:00;Hors Chantier;Arrêt;0,0 ;;;
PK31;;;;;;;22/12/2025 08:06;08:08;0:02:00;Hors Chantier;Arrêt;0,0 ;;;
PK31;;;;;;;22/12/2025 08:06;08:08;0:02:00;Hors Chantier;Arrêt;0,0 ;;;
C076;;;;;;;22/12/2025 08:06;08:18;0:11:51;Hors Chantier;Attente;0,0 ;;;
PL39;;;;;;;22/12/2025 08:06;08:18;0:11:37;Hors Chantier;Course;0,2 ;;;
PL49;;;;;;;22/12/2025 08:06;08:38;0:31:33;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 08:06;08:19;0:12:09;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 08:06;08:19;0:12:09;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 08:06;08:19;0:12:09;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 08:07;08:17;0:10:24;Hors Chantier;Attente;0,0 ;;;
C102;;;;;;;22/12/2025 08:07;08:10;0:03:39;Hors Chantier;Attente;0,0 ;;;
CH21;;;;;;;22/12/2025 08:07;08:15;0:07:54;Hors Chantier;Course;1,85 ;;;
PL68;;;;;;;22/12/2025 08:07;08:24;0:17:01;Hors Chantier;Attente;0,0 ;;;
Hyundai SONATA V068;;;;;;;22/12/2025 08:08;08:38;0:30:25;Hors Chantier;Course;14,70 ;;;
PK31;;;;;;;22/12/2025 08:08;09:06;0:58:35;Hors Chantier;Course;36,67 ;;;
C101;;;;;;;22/12/2025 08:08;08:12;0:04:29;Hors Chantier;Course;0,4 ;;;
PK36WW;;;;;;;22/12/2025 08:08;08:12;0:04:11;Hors Chantier;Attente;0,0 ;;;
PK29;;;;;;;22/12/2025 08:08;08:22;0:13:25;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 08:08;08:13;0:04:30;Hors Chantier;Course;1,17 ;;;
C098;;;;;;;22/12/2025 08:08;08:40;0:31:13;Hors Chantier;Attente;0,0 ;;;
V058;;;;;;;22/12/2025 08:08;13:11;5:02:26;Hors Chantier;Arrêt;0,0 ;;;
V058;;;;;;;22/12/2025 08:08;13:11;5:02:26;Hors Chantier;Arrêt;0,0 ;;;
V058;;;;;;;22/12/2025 08:08;13:11;5:02:26;Hors Chantier;Arrêt;0,0 ;;;
V079WW;;;;;;;22/12/2025 08:09;08:10;0:00:33;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 08:09;08:40;0:31:00;Hors Chantier;Arrêt;0,0 ;;;
V029;;;;;;;22/12/2025 08:09;08:18;0:09:14;Hors Chantier;Arrêt;0,0 ;;;
V079WW;;;;;;;22/12/2025 08:10;08:22;0:12:21;Hors Chantier;Course;3,40 ;;;
C115;;;;;;;22/12/2025 08:10;08:25;0:15:01;Hors Chantier;Arrêt;0,0 ;;;
C115;;;;;;;22/12/2025 08:10;08:25;0:15:01;Hors Chantier;Arrêt;0,0 ;;;
C115;;;;;;;22/12/2025 08:10;08:25;0:15:01;Hors Chantier;Arrêt;0,0 ;;;
PL29;;;;;;;22/12/2025 08:10;08:13;0:02:31;Hors Chantier;Course;0,0 ;;;
V041;;;;;;;22/12/2025 08:10;08:34;0:23:36;Hors Chantier;Attente;0,0 ;;;
C097;;;;;;;22/12/2025 08:10;08:20;0:09:56;Hors Chantier;Course;1,55 ;;;
C102;;;;;;;22/12/2025 08:10;08:21;0:10:23;Hors Chantier;Course;3,27 ;;;
C104;;;;;;;22/12/2025 08:10;08:14;0:03:58;Hors Chantier;Course;0,2 ;;;
PL47;;;;;;;22/12/2025 08:11;08:14;0:03:00;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 08:11;08:15;0:04:24;Hors Chantier;Course;0,5 ;;;
C116;;;;;;;22/12/2025 08:11;08:24;0:12:50;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 08:11;08:24;0:12:50;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 08:11;08:24;0:12:50;Hors Chantier;Arrêt;0,0 ;;;
C085;;;;;;;22/12/2025 08:11;08:12;0:01:00;Hors Chantier;Course;0,3 ;;;
C127;;;;;;;22/12/2025 08:11;08:13;0:01:40;Hors Chantier;Attente;0,0 ;;;
PK24;;;;;;;22/12/2025 08:12;08:27;0:15:38;Hors Chantier;Attente;0,0 ;;;
V042 NV;;;;;;;22/12/2025 08:12;08:27;0:15:09;Hors Chantier;Course;9,80 ;;;
C043;;;;;;;22/12/2025 08:12;08:43;0:31:16;Hors Chantier;Course;14,04 ;;;
C085;;;;;;;22/12/2025 08:12;08:22;0:10:12;Hors Chantier;Attente;0,0 ;;;
PK36WW;;;;;;;22/12/2025 08:12;08:15;0:02:52;Hors Chantier;Course;0,1 ;;;
C101;;;;;;;22/12/2025 08:12;08:23;0:11:00;Hors Chantier;Attente;0,0 ;;;
V047;;;;;;;22/12/2025 08:12;08:28;0:16:00;Hors Chantier;Arrêt;0,0 ;;;
PL29;;;;;;;22/12/2025 08:13;10:21;2:08:33;Hors Chantier;Attente;0,0 ;;;
CH20;;;;;;;22/12/2025 08:13;09:16;1:03:06;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 08:13;09:16;1:03:06;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 08:13;09:16;1:03:06;Hors Chantier;Arrêt;0,0 ;;;
C107;;;;;;;22/12/2025 08:13;08:15;0:02:32;Hors Chantier;Attente;0,0 ;;;
C127;;;;;;;22/12/2025 08:13;08:22;0:08:47;Hors Chantier;Course;1,54 ;;;
PL59;;;;;;;22/12/2025 08:13;08:29;0:16:05;Hors Chantier;Course;0,2 ;;;
C105;;;;;;;22/12/2025 08:14;08:27;0:13:45;Hors Chantier;Course;2,48 ;;;
PL47;;;;;;;22/12/2025 08:14;08:17;0:02:52;Hors Chantier;Course;0,1 ;;;
V043;;;;;;;22/12/2025 08:14;08:20;0:06:39;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 08:14;08:20;0:06:39;Hors Chantier;Arrêt;0,0 ;;;
V043;;;;;;;22/12/2025 08:14;08:20;0:06:39;Hors Chantier;Arrêt;0,0 ;;;
C068;;;;;;;22/12/2025 08:14;08:22;0:07:58;Hors Chantier;Attente;0,0 ;;;
C083;;;;;;;22/12/2025 08:14;08:25;0:10:29;Hors Chantier;Course;1,13 ;;;
PL67;;;;;;;22/12/2025 08:14;13:00;4:46:15;Hors Chantier;Attente;0,0 ;;;
C129;;;;;;;22/12/2025 08:14;09:03;0:48:44;Hors Chantier;Course;15,33 ;;;
C122;;;;;;;22/12/2025 08:15;08:28;0:13:11;Hors Chantier;Course;3,28 ;;;
CH21;;;;;;;22/12/2025 08:15;08:19;0:03:54;Hors Chantier;Attente;0,0 ;;;
PK27;;;;;;;22/12/2025 08:15;08:20;0:05:00;Hors Chantier;Attente;0,0 ;;;
PK36WW;;;;;;;22/12/2025 08:15;08:45;0:29:24;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 08:15;08:33;0:17:36;Hors Chantier;Attente;0,0 ;;;
PK23;;;;;;;22/12/2025 08:15;08:43;0:27:16;Hors Chantier;Course;19,82 ;;;
C107;;;;;;;22/12/2025 08:15;08:26;0:10:19;Hors Chantier;Course;2,66 ;;;
PK37WW;;;;;;;22/12/2025 08:15;08:44;0:28:48;Hors Chantier;Attente;0,0 ;;;
C104;;;;;;;22/12/2025 08:15;08:21;0:05:58;Hors Chantier;Attente;0,0 ;;;
V059;;;;;;;22/12/2025 08:16;08:17;0:00:38;Hors Chantier;Attente;0,0 ;;;
C029;;;;;;;22/12/2025 08:16;08:19;0:03:07;Hors Chantier;Course;0,1 ;;;
TL09;;;;;;;22/12/2025 08:16;08:25;0:09:27;Hors Chantier;Attente;0,0 ;;;
PL47;;;;;;;22/12/2025 08:17;08:21;0:04:50;Hors Chantier;Attente;0,0 ;;;
V059;;;;;;;22/12/2025 08:17;08:41;0:24:10;Hors Chantier;Course;18,50 ;;;
PK26;;;;;;;22/12/2025 08:17;08:22;0:05:41;Hors Chantier;Attente;0,0 ;;;
C110;;;;;;;22/12/2025 08:17;08:41;0:24:20;Hors Chantier;Course;4,12 ;;;
C103;;;;;;;22/12/2025 08:17;08:21;0:04:27;Hors Chantier;Course;1,10 ;;;
V055;;;;;;;22/12/2025 08:17;08:21;0:03:40;Hors Chantier;Attente;0,0 ;;;
C112;;;;;;;22/12/2025 08:17;08:35;0:17:19;Hors Chantier;Course;6,28 ;;;
PL39;;;;;;;22/12/2025 08:18;08:20;0:02:33;Hors Chantier;Attente;0,0 ;;;
